show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s8021,Movie,Nomads,4016,"Lucy Liu, Tamlyn Tomita, John Cothran, Tenoch Huerta",,,2020,0,80,"Drama, Romance",An inspiring drama about a filmmaker working on a project about subway suicides featuring Lucy Liu and Tamlyn Tomita.
s8022,Movie,No Way Jose,59,"Gillian Jacobs, Adam Goldberg, Emily Osment, Brendan Hines, Ahna O'Reilly, Pat Healy, Anna Belknap, Eric Siegel",,,2015,14,98,Comedy,"Jose Stern, an erstwhile indie-rocker relegated to playing children's birthday parties, is on the verge of turning 40 and at a crossroads in his life."
s8023,Movie,Night Stage To Galveston,1680,"Gene Autry, Champion, Virginia Huston",,,1952,0,62,Western,"Gene Autry and Pat Buttram work for a newspaper publisher, and find evidence of corruption in the Texas State Police. The publisher's daughter is kidnapped to prevent the story from being published."
s8024,Movie,New Providence,4861,"Kurt Oberhaus, Keyna Reynolds, Ava Hawthorne, James Serpento, Kim Grimaldi, Bill Blank, Shawn McAninch, Patrick Albanese, Annette Duffy, Heather Geerdes, Preshia Paulding, Lonnie Appleby, Larry Balvanz, Madeline El-Barondi, Hudson Fink",,,2021,4,77,"Drama, Sports","In 1993 a cynical New York City sports writer is sent to a small Iowa town to cover the final season of 6-on-6 girls' high school basketball and discovers the town's undying love for the nearly century old game. His search for a story leads him to the hometown girl turned coach, the star player and her alcoholic father, plus a legendary player who hasn't returned to the gym in 40 years."
s8025,Movie,Nasha (Kannada),238,"Poonam Pandey, Shivam Patil, Sheetal Singh, Vishal Bhonsle, Ranbir Chakma, Chirag Lobo",,,2021,3,114,"Romance, Suspense","Trouble ensues when Saahil, a teenager, gets attracted to his drama teacher, Anita. However, his infatuation turns into a dangerous obsession that leads to disastrous consequences for both of them."
s8026,Movie,Liz: The Elizabeth Taylor Story,2708,"Sherilyn Fenn, Nigel Havers, Ray Wise",,,1995,2,176,Drama,"The story of Elizabeth Taylor's rise to stardom, beginning in Los Angeles 1942. Growing up, Elizabeth has several love-affairs - and several divorces, since her husbands can't accept being married to a Hollywood icon."
s8027,Movie,Lies in Plain Sight,3657,"Martha Higareda, Chad Michael Murray, Yul Vazquez, Benito Martinez, Daniela Bobadilla, Lupe Ontiveros, Kendra Jain, Cheyenne Haynes, Christoph Sanders, Rosie Perez",,,2010,0,88,Drama,"Blind college student Sofia returns home after hearing the news of her cousin Ava's suicide and learns of some hidden, dark secrets the family has been keeping."
s8028,Movie,Lake Placid 3,1789,"Michael Ironside, Yancy Butler, Colin Ferguson",,,2010,14,92,"Action, Comedy",Killer crocodiles and their offspring terrorize residents of a small community.
s8029,Movie,Kudiyirundha Koyil,2604,"M. G. Ramachandran, Jayalalithaa, Rajasree, M. N. Nambiar",,,1968,7,166,"Action, Drama","Nagappan kills Ramnadhan, kidnaps one of his twin sons and raises him. Years later, when the brothers reunite under unprecedented conditions, they plan to avenge their father's death."
s8030,Movie,Kaul Manacha,570,"Tanvi Kamat, Ganesh Sonawane, Luv Vispute",,,2016,0,123,"Comedy, Romance","Cinephile school-kid Raj is obsessed with films and his female classmate Ritika. Initially, everyone brush him off, but chaos ensues when his obsessions begin to seep into his real life."
s8031,Movie,Just a Gigolo,1170,"David Bowie, Sydne Rome, Kim Novak",,,1978,14,106,Drama,"After World War I, a war hero returns to Berlin to find that there's no place for him – he has no skills other than what he learned in the army, and can only find menial, low-paying jobs. He decides to become a gigolo to lonely rich women."
s8032,Movie,Ja (Telugu),4301,"Himaja, Sudigali Sudheer, Prathap Raj, Getup Sreenu, Preethi Nigam, Chatrapati Shekar",,,2021,0,103,"Drama, Horror, Suspense","The Bigg Boss 3 actress Himaja played the lead role as a teacher in Ja Movie. Arjun, an ad filmmaker falls in love with Himaja, a teacher. They decide to get but his mother doesn't approve. When they find out Himaja is pregnant with a baby girl, Arjun's mother forces Vaishnavi to get an abortion."
s8033,Movie,Indiscreet (1958),4610,"Cary Grant, Ingrid Bergman, Cecil Parker, Phyllis Calvert, David Kossoff",,,1958,0,100,Comedy,Cary Grant is the suave American diplomat who pretends to be married in order to preserve his bachelor status. Ingrid Bergman is the glamorous leading lady of the London stage who has no scruples about having an affair with a married man.
s8034,Movie,I Am Durán,3139,"Roberto Durán, Robert De Niro, Sylvester Stallone, Robin Durán, Ricky Hatton, Ken Buchanon, Mauricio Sulaiman, Mike Tyson, Oscar de la Hoya, Sugar Ray Leonard",,,2019,11,84,Documentary,"Roberto Durán is a boxing behemoth, a titanic figure straddling five epic decades as a fighter ranked as one of the most entertaining, controversial and finest of all time."
s8035,Movie,Hey Jude,4530,"Nivin Pauly, Trisha Krishnan, Siddique, Neena Kurup",,,2018,0,137,Romance,"Two odd ball characters, a youngster named Jude and the other, a talented singer named Crystal. When these two characters come together, their lives undergo several changes, leading to love, self-discovery, healing and transformation."
s8036,Movie,Hell's Fury: Dead or Alive,119,"Adam Hagenbuch, Hannah Hague, Richard L. Olsen",,,2012,13,73,Western,"In a land where everything is controlled by those in charge of the money, a daughter is forced to choose between taking care of her family and being truthful with the man she loves. How far will one woman go to protect her family?"
s8037,Movie,Heavy Metal 2000,1700,"Michael Ironside, Billy Idol, Julie Strain Eastman, Pierre Khol, Sonja Ball, Brady Moffatt, Rick Jones, Arthur Holden, Alan Fawcett",,,2000,3,88,"Action, Science Fiction","This sequel to Heavy Metal is a high-octane science fiction adventure concerning a beautiful young woman named Julie who vows vengeance on a ruthless tyrant after he destroys her planet. As with the first film, the stunning visuals are backed by a stellar soundtrack."
s8039,Movie,Final Descent,3378,"Annette O'Toole, Gwynyth Walsh, Robert Urich, John DeLancie, Jim Byrnes, Ken Pogue",,,1997,2,92,"Drama, Suspense",A commercial pilot is forced to keep a plane aloft that was struck in midair by another plane to keep it from ripping apart even as the fuel is running out and the air and cabin pressure is dropping.
s8040,Movie,Fast Getaway,4586,"Corey Haim, Cynthia Rothrock, Leo Rossi, Ken Lerner, Marcia Strassman",,,1991,13,86,Action,"A lighthearted tale about a gang of bank robbers who fall out and split up. The brain of the gang is a boy who, with his father, successfully continues their crime spree. Annoyed at this, Lilly and her loyal, and stupid companion, decide to kidnap the boy, Nelson, and force him to work for them."
s8041,Movie,Eddie Izzard: Definite Article,1396,Eddie Izzard,,,1996,3,109,"Arts, Entertainment, and Culture, Comedy, Special Interest","This superb DVD was recorded at the Shaftesbury Theatre, London, when Eddie was in the middle of her sell-out 12 week run."
s8042,Movie,Digging To Death,3306,"Ford Austin, Tom Fitzpatrick, Rachel Alig, Ken Hudson Campbell",,,2021,2,96,Horror,"A man buys an old house to restore and when digging a hole for a septic tank, he finds a large box filled with three million dollars and a dead body. His dilemma: does he report his findings and lose the money or hide the money and rebury the body?"
s8043,Movie,Days of the Bagnold Summer,4548,"Monica Dolan, Earl Cave, Elliot Speller-Gillott",,,2021,2,86,"Comedy, Drama",A teenager spends his summer listening to heavy metal music and trying to get along with his librarian mom.
s8044,Movie,Cool Money,1648,"James Marsters, Margot Kidder, John Cassini",,,2005,2,88,Action,Jewels like the Tower of London. Security like McDonald's. They pulled 38 jobs without inflicting so much as a paper cut. Except maybe at the insurance companies. The biggest and most successful hotel heist in American history.
s8045,Movie,Concrete Plans,5176,"Amber Rose Revah, Charley Palmer Rothwell, Chris Reilly, Goran Bogdan, James Lance, Kevin Guthrie, Steve Speirs, William Thomas",,,2021,3,91,"Horror, Suspense","When their employer tries to cheat them out of a job, a rugged crew of workmen turn first on him then each other, leading to a bloody confrontation."
s8046,Movie,Christmas on Division Street,1687,"Fred Savage, Badja Djola, Hume Cronyn",,,1991,4,93,"Drama, Kids",Story of an unusual friendship between a homeless man and a young teenage boy (Fred Savage) in Philadelphia.
s8047,Movie,Charlie Chaplin 2,4305,"Prabhu Deva, Nikki Galrani, Prabhu, Adah Sharma, Vivek Prasanna, Aravind Akash",,,2019,7,112,"Action, Comedy","A young man jeopardises his marital life after messaging his wife while under the influence of alcohol. On realising his mistake, he struggles to make amends for it."
s8049,Movie,Breakout (1975),4912,"Robert Duvall, Charles Bronson, Jill Ireland, Randy Quaid, Sheree North",,,1975,2,97,Action,"Texas bush pilot is hired by wife of a man imprisoned in Mexico on a framed charge that was engineered by his Grandfather, to help him breakout. Nice acting from Sheree North, Randy Quaid, and Alejandro Rey. Jill Ireland plays Robert Duvall's wife."
s8050,Movie,Bonku Babu,324,"Saswata Chatterjee, Arjun Chakraborty",,,2014,0,144,Comedy,"Bonku Babu has absolute control over his household, and even denies permission to his son and daughter-in-law to live separately. Things take a turn when the patriarch meets with an accident."
s8051,Movie,Bhopal:A Prayer for Rain,3976,"Martin Sheen, Kal Penn, Mischa Barton",,,2016,13,102,Drama,"Interwoven stories of people in India and US as they face dilemmas of a lifetime in the months leading to the biggest Industrial disaster in human history that claimed 10,000 innocent lives within a few hours. Inspired by real events."
s8052,Movie,Bearry,170,"Vernon Wells, Vincent M. Ward, Felissa Rose, Sarah French, Thomas Haley",,,2021,2,83,"Comedy, Horror","In order to cheer up recently divorced Chloe, her best friend, Sam gives her a giant teddy bear. As Chloe confides in Bearry, people close to her die. Is Chloe killing them, is it her stalker, or could it be Bearry?"
s8053,Movie,Barbed Wire,1680,"Gene Autry, Champion, Anne James",,,1952,0,62,Western,"In 1878, Gene Autry is a cattle buyer who tries to settle a battle between the cattlemen and homesteaders, when the latter are worked up into a feverish pitch by unscrupulous landowner Steve Rutledge."
s8054,Movie,Bad Impulse,3344,"Grant Bowler, Sonay Walger, Paul Sorvino, James Landry Hebert, Dan Lauria",,,2020,2,99,"Drama, Suspense","In the aftermath of a traumatic event, a suburban husband and father buys a cutting edge home security system, only to find that it slowly destroys that which he most wants to protect."
s8055,Movie,Apache Country,1680,"Gene Autry, Champion, Carolina Cotton",,,1952,0,62,Western,"Cavalry scouts Gene Autry & Pat Buttram are ordered to break up a ring which uses raids to cover up its activities. Carolina Cotton assists Gene and Pat, while seeking revenge against the gang leader."
s8056,Movie,Annie: A Royal Adventure,1933,"Joan Collins, Ashley Johnson, George Hearn, Ian McDiarmid, Emily Ann Lloyd",,,1995,8,92,"Action, Kids","The durable little orphan from the funny papers makes her TV movie debut in this M.O.W. Daddy Warbucks is called to London to be knighted, so he takes Annie and her pal Hannah with him, along with Dr. Eli Eon and faithful companions the Asp and Punjab. Little Molly from the orphanage is the girl's stowaway."
s8057,Movie,And God Created Woman,4207,"Rebecca DeMornay, Vincent Spano, Frank Langella, Donovan Leitch",,,1988,14,98,"Comedy, Drama","DeMornay plays an escaped convict who lands in the limousine of New Mexico gubernatorial candidate, becomes a hot singing act, and leaves a trail of men in her wake."
s8058,Movie,A Woman Named Jackie,2812,"Sarah Michelle Gellar, Andy Buckley, Stephen Collins, Roma Downey",,,1991,2,269,Drama,This starts when Jackie Kennedy was working after college; and spans her life through the Presidency of John F. Kennedy and her marriage to Aristotle Onassis after the assassination of President Kennedy.
s8059,Movie,A Taste of Jupiter,1259,"Peter Dillon, Eli Wallach, Teri Garr",,,2005,2,98,Comedy,Everybody and their brother in Little Italy has a story. But eight people's lives are about to change as Jupiter and Venus come together in the night sky for a once in a lifetime event.
s8060,Movie,A Memory in my Heart,1849,"Jane Seymour, Bruce Davison, A. Martinez, David Keith, Amanda Barfield, Colton James, Mika Boorem, Cathy Lee Crosby",,,1999,0,91,"Drama, Suspense","A woman embarks on an odyssey to piece together her past, which she has been unable to remember."
s8061,Movie,A Distant Place,2507,"Erich Wildpret, Tristán Ulloa, Marcela Kloosterboer, Mirela Mendoza, Elba Escobar",,,2010,3,101,"Drama, Romance",A dying photographer travels the world to find the place in his dreams.
s8062,Movie,A Chinese Ghost Story III,4564,"Tony Chiu-Wai Leung, Joey Wang, Jacky Cheung, Nina Li Chi, Shun Lau",,,1991,2,109,"Action, Comedy, Science Fiction","Basically a retread of the first movie, in which the evil Tree Spirit is back with yet another ghost played by Joey Wong. The Swordsman Yen and Leslie Cheung characters are replaced by a Buddhist Abbot and disciple (Tony Leung). Jacky Cheung also pops up again, this time as a money-grabbing swordsman with a neat bag of tricks."
s8063,Movie,Zombie King,97,"Edward Furlong, Corey Feldman, George McCluskey, David McClelland, Michael Gamarano",,,2016,3,96,"Comedy, Horror","After heartbroken widower Samuel makes a deal with Kalfu, the god of Malevolence. This allows Samuel to live with his dead wife as a zombie, and leads to the destruction of the underworld."
s8064,Movie,Yellow Brick Road,2242,"Michael Laurino, Anessa Ramsey, Alex Draper, Cassidy Freeman, Clark Freeman, Tara Giordano, Sam Elmore, Laura Heisler, Lee Wilkof, Joseph Collier",,,2010,3,100,Horror,"1940: the entire population of Friar, New Hampshire walked up a winding mountain trail, leaving everything behind. 2008: the first official expedition into the wilderness attempts to solve the mystery of the lost citizens of Friar."
s8065,Movie,Welcome to zama,1810,"Luke Oswald, Oscar Derkx, Warren Cowell, Kyle McNalley, Jean Dadswell, Andrea Rankin, Merran Carr-Wiggin, Shane Smith, Evan Hall, Contessa Young, Joshua Dean Abraham, Marcel Scherger",,,2020,0,76,"Arthouse, Drama","Set in a remote oilfield hamlet cut off from the modern world - one man's journey, from childhood to old age, is seen through a unique cinematic narrative where the past, present and future intertwine to show the life of a character living through time."
s8066,Movie,Wah Wah,4036,"Nicholas Hoult, Emily Watson, Gabriel Byrne, Julie Walters, Miranda Richardson, Celia Imrie",,,2006,14,100,"Drama, Young Adult Audience","Ralph Compton (Nicolas Hoult) witnesses the disintegration of his parents' marriage through adultery and alcohol set during the last gasp of the British Empire in Swaziland in 1969. When his father (Gabriel Byrne) remarries an American (Emily Watson), Ralph finds she is the only one who can truly understand his inner turmoil."
s8067,Movie,Varsity Punks,360,"Noel Gugliemi, Orien Richman, Raquael Torres, Alberto Torres, Harry Phan, Adam Weber, Ysidro Aleman, Jefrey Becerra, Jill-Michele Melean",,,2019,3,105,Comedy,"A.J. Montoya is his high school's star quarterback until he breaks his hand. In desperation, AJ realizes that his only shot at athletic glory is to team up with his rivals – the cross country team, lead by their feisty captain, Rosie."
s8068,Movie,Vanmam,2020,"Vijay Sethupathi, Kreshna, Sunaina, Madhusudhan Rao, Bose Venkat",,,2014,0,136,"Action, Drama","Friends Radha and Chelladurai lead a carefree life. When Radha accidentally kills Chelladurai's brother-in-law, it turns them bitter foes, and a cunning man uses their enmity to his benefits."
s8069,Movie,UnAuthorized,1432,Elia K. Schneider,,,2010,2,89,"Arthouse, Comedy","Elia K. begins a fantastic journey into the depths of her imagination, where Elías, a playwright, is torn between writing his passion or the producers' pressure to write something with a commercial appeal."
s8070,Movie,True Blue,1990,"Tom Berenger, Lori Heuring, Pamela Gidley",,,2001,14,101,"Drama, Suspense",This dark and gritty thriller has Tom Berenger as a rogue police lieutenant who falls in love with a mysterious woman who leads him into a seedy world where nothing is as it seems.
s8073,Movie,The Turn of the Screw,4870,"Michelle Dockery, Sue Johnston, Dan Stevens, Mark Umbers, Nicola Walker, Josef Lindsay, Eva Sayer",,,2009,2,89,"Drama, Horror","A hauntingly atmospheric and star-studded adaptation of Henry James' classic gothic horror story. A young, inexperienced governess is hired to look after two small children abandoned by their uncle, following the death of their parents. Unsettled by glimpses of ghostly figures that only she can see, she quickly believes that something malevolent is stalking the children in her care."
s8074,Movie,The Survivors,3315,"Walter Matthau, Robin Williams, Jerry Reed, James Wainwright, Kristen Vigard, Annie McEnroe, John Goodman, Jery Hewitt, Meg Mundy",,,1983,14,103,"Comedy, Drama","Having both lost their jobs, two strangers become unlikely friends after a run in with a would be robber, who is actually a hitman with a grudge against the two."
s8075,Movie,The River Murders,4019,"Ray Liotta, Gisele Fraga, Michael Rodrick, Sarah Ann Schultz, Christian Slater, Ving Rhames, Michelle Krusiec, Raymond J Barry",,,2011,14,92,Suspense,"While investigating a series of murders, a homicide detective becomes the prime suspect when the FBI uncovers his close personal ties to all the victims."
s8076,Movie,The Nightstalker,4997,"Adolph Cortez, Elissa Dowling, Victoria Ullman",,,2009,14,82,"Horror, Suspense","Inspired by the true story of the most publicized and deranged serial killer known to everyone as ""The Night Stalker."""
s8077,Movie,The Next Hit,375,"Anabelle Acosta, Rod Ball, Craig Bonaventura",,,2008,14,107,Suspense,"""The Next Hit"" is a mystery suspense thriller about a record company that takes an unorthodox approach to boosting sales; which is to put out a 'hit' on their marquee talent's life with hopes of creating a multi-platinum recording legend."
s8078,Movie,The King of Marvin Gardens,608,"Jack Nicholson, Bruce Dern, Ellen Burstyn, Julia Anne Robinson, Benjamin ""Scatman"" Crothers, Charles LaVine",,,1972,14,104,Drama,"In a film that captures all the sadness of an American dream gone wrong, Bruce Dern concocts impossible get-rich-quick schemes and insists on trying them out on his brother and girlfriend. Dern's final scheme, to build a Hawaiian resort with embezzled money from his mobster boss, ends in tragedy for all involved."
s8079,Movie,The King Maker,2845,"Gary Stretch, John Rhys-Davies, Cindy Burbridge",,,2007,14,92,"Action, Romance","In 1547, a young mercenary soldier hunts for the murderer of his father. When his ship sinks in the Indian Ocean, he is washed up on a beach, captured, and sold into slavery. A young woman buys his freedom, and they fall in love. When the King declares war on a nearby territory, the soldier is forced into battle. His courage wins him the right to be the personal guard of the King."
s8080,Movie,The Deaths of Ian Stone,1113,"Mike Vogel, Jaime Murray",,,2007,14,87,"Horror, Suspense","Deaths tells the story of an all-American guy who is murdered each day by horrifying pursuers, only to wake up in slightly different lives to experience the terror of being murdered again."
s8081,Movie,The Awkward Comedy Show,5062,"Victor Varnado, Hannibal Buress, Eric André, Baron Vaughn, Marina Franklin",,,2010,3,82,"Arts, Entertainment, and Culture, Comedy, Special Interest","Spotlighting four alternative African-American comics, Victor Varnado, Hannibal Buress, Eric André and Baron Vaughn, who bring to their routines the arrogant street-wise swagger of computer programming, Shakespearean drama, and playing the tuba."
s8082,Movie,The Alamo,2383,"Dennis Quaid, Billy Bob Thornton, Patrick Wilson, Jason Patric",,,2004,13,137,"Action, Adventure","In 1836, Texans hold the Alamo for 13 days while under siege."
s8083,Movie,Tai Pan,1120,"Tim Guinee, Bryan Brown, Joan Chen, Bill Leadbitter",,,1986,14,127,Drama,"Set in China during the 19th century, Dirk Struan is the power-hungry head of community who has big plans for expansion in Hong Kong. His quest is hindered by a number of rivals who seek to overthrow him and take his position for themselves."
s8084,Movie,Survival Code,1158,"Patrick Gallagher, Ty Olsson, Terry Chen, Michelle Harrison",,,2014,14,88,"Action, Adventure, Fantasy","In 2045, a former MMA fighter turned government agent must return to his roots to save his town from government corruption."
s8085,Movie,"Surrender, Dorothy",813,"Diane Keaton, Tom Everett Scott, Alexa Davalos, Lauren German, Josh Hopkins, Chris Pine, Peter Riegert, Leonard Stone, Race Owen",,,2006,0,87,Drama,"When her daughter Sara (Davalos) unexpectedly passes away, Natalie (Keaton) retreats to the summer home where she and Sara used to visit. Time with her best friends and some of Sara's friends help her deal with her loss."
s8086,Movie,Superchamp Returns,1619,"André Jung, Désirée Nosbusch, Jules Werner, Etienne Halsdorf",,,2018,0,103,Comedy,"In order to save tiny Luxembourg from a cosmic catastrophe, a civil servant in a midlife crisis has to find back his lost superpowers and face his biggest fear: his family."
s8087,Movie,Sister Mary Explains it All,3107,"Jennifer Tilly, Diane Keaton",,,2001,2,76,"Comedy, Drama","A bigoted, fanatical nun comes face to face with the lives she ruined through her teachings when a quartet of her traumatized former students return to perform at her Christmas Eve church lecture."
s8088,Movie,Sinna Mapplai,4356,"Prabhu, Sukanya, Sivaranjani, Radha Ravi, Visu",,,1993,7,155,"Comedy, Drama","Thangavel is a coolie in a bus stand and a bachelor too. One day night, he comes feeling sad to share experiences with the marriage broker Ambalavanan. There Ambalavanan was also insulted by Periya pannai.For that, Broker joins with Thangavel to make a plan like pretending as a rich man from Singapore and marry Janaki to break the arrogance and her money-minded father Periya Pannai."
s8089,Movie,Scenes of a Sexual Nature,1395,"Tom Hardy, Ewan McGregor, Mark Strong, Andrew Lincoln, Hugh Bonneville, Gina McKee, Catherine Tate, Douglas Hodge, Polly Walker",United Kingdom,,2006,2,92,"Comedy, Drama, Romance","This British comedy stars an incredible home-grown cast including Tom Hardy (Mad Max: Fury Road), Ewan McGregor, (Trainspotting), Catherine Tate (Doctor Who), Mark Strong (1917), Hugh Bonneville (Notting Hill), Andrew Lincoln (Love Actually) and Adrian Lester (The Day After Tomorrow). On the lush green lawns of London's Hampstead Heath, a variety of couples sort through their romantic dilemmas."
s8090,Movie,Scare Campaign,727,"Meegan Warner, Ian Meadows, Olivia DeJonge, Josh Quong Tart",,,2016,2,80,Horror,The crew of a reality TV prank show facing dwindling ratings decides to up the ante by setting up a terrifying prank in an abandoned asylum. Things go horribly wrong when they prank the wrong guy. Brothers Colin and Cameron Cairnes (100 Bloody Acres) deliver a night of blood soaked terror full of twists and turns that will satisfy any gore hound.
s8091,Movie,Saturday Marijuana Eyez,722,"DAKSTON BROWN, RAYMOND B, DONTE CROSS, L Whashington, A, Deisha Pope, Dior Kali Cross, K. Mcniel, R Baker, R. Williams",,,2017,3,54,"Action, Arts, Entertainment, and Culture, Comedy","A sunny afternoon in Compton, Ca gets real heated when a come up goes terribly wrong, someone must pay. Saturday Marijuana Eyez the ultimate high. Starring Daks Beats, Fatell & Chillz Mental"
s8092,Movie,Santa Who?,5170,"Leslie Nielsen, Robyn Lively, Steven Eckholdt, Tommy Davidson, Max Morrow",United States,,2000,7,92,Comedy,"In this heart-warming Christmas tale, the real Santa Claus (Leslie Nielsen) tumbles out of his sleigh and develops amnesia. He soon comes across a jaded TV reporter who is his only hope for getting his memory back in time to save the holiday."
s8093,Movie,Romeo and Juliet,748,"Hailee Steinfeld, Douglas Booth, Paul Giamatti, Damian Lewis",,,2013,0,119,"Drama, Romance","Shakespeare's epic romance is revitalized by Downton Abbey writer, Julian Fellowes, and The Flight of the Innocent director, Carlos Carlei. With an all-star cast that includes Hailee Steinfeld, Douglas Booth, Damian Lewis, and Paul Giamatti, it gives a new generation the chance to fall in love with the enduring legend of Romeo and Juliet. Every generation deserves to discover this classic story."
s8094,Movie,Roger Dodger,1387,"Jennifer Beals, Elizabeth Berkley, Jesse, Eisenberg, Isabella Rossellini, Campbell Scott",,,2002,14,106,"Comedy, Drama",Roger guides his 16 year-old nephew through New York City's wild nightlift for an all-night crash course in the art of seduction.
s8095,Movie,Robocop: Prime Directives-Resurrection,2553,"Alex J. Murphy, John Terrence Cable, Sara Cable",,,2001,14,95,Action,"Part three. Robocop is living as a fugitive with his cybernetic former partner, John Cable. Allies have restored his strength and made him robo-human again but now John has been programmed by a bioterrorist to kill Robocop."
s8096,Movie,Robocop: Prime Directives-Crash and Burn,2553,"Alex J. Murphy , John Terrence Cable ,  Sara Cable",,,2001,14,93,"Action, Adventure","Part four. RoboCop (Page Fletcher) battles his way past the police and OCP security systems to stop Dr. Kaydick before he releases his doomsday weapon. But once he reaches Kaydick, RoboCop must also get past the repaired and battle-hungry John T. Cable."
s8097,Movie,Ric Flair: Wrestling Unreleased,1870,"Ric Flair, Jerry Lawler",,,2019,0,47,"Action, Documentary, Sports","Relive classic Ric Flair matches and promos from the late 70's and early 80's. Includes NWA championship matches with Billy Jack Hayes, Jerry Lawler, and a whole lot more!"
s8098,Movie,Revenge of the Middle-Aged Woman,4506,"Christine Lahti, Brian Kerwin, Bryan Brown",,,2004,3,90,Drama,"Having been left by her husband for her most trusted and valued, young and sexy assistant, Rose Lloyd is suddenly forced to start her life over again... it's amazing what prolonged reflection, the slimming effect of a lost appetite, a new slant on independence (and a little lingerie) can do. Based on the book by Elizabeth Buchan."
s8099,Movie,Retreat,746,"Thandiwe Newton, Cillian Murphy, Jamie Bell, Jimmy Yuill, Marilyn Mantle",,,2011,14,90,"Drama, Suspense","Kate and Martin escape from personal tragedy to an Island Retreat. Cut off from the outside world, their attempts to recover are shattered when a Man is washed ashore, with news of airborne killer disease that is sweeping through Europe."
s8100,Movie,Resistance,4900,"Bill Paxton, Julia Ormond, Sandrine Bonnaire",,,2007,14,92,Drama,"An American pilot seeks refuge in an underground cell in Belgium where he falls in love with the wrong woman, forcing the pilot to make a powerful choice that could change their lives and the very course of the war."
s8101,Movie,Redcon-1,825,"Oris Erhuero,  Carlos Gallardo, Mark Strange",,,2019,2,118,"Action, Adventure, Horror","After a deadly viral outbreak, an elite squad of special force soldiers must infiltrate a quarantine zone to rescue a scientist who holds the only cure to save mankind. In a last attempt to contain the mutated virus, they launch a final strike against the infected, risking all of humanity in the process."
s8102,Movie,Population 436,3347,"Jeremy Sisto, Charlotte Sullivan, Peter Outerbridge, R.H. Thomson, Fred Durst, Christian Potenza",,,2006,14,92,"Horror, Suspense","A census taker (Jeremy Sisto) sent to find out why the population of a small, puritanical town has remained fixed at 436 for the last century finds out that even the most idyllic small towns can harbor deadly secrets."
s8104,Movie,Planet Of The Apes (2001),4868,"Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan, Kris Kristofferson, Estella Warren, Paul Giamatti",,,2001,13,120,"Drama, Science Fiction",HD. Tim Burton's eye-popping remake of the 1968 cult classic stars Mark Wahlberg as an astronaut who lands on a planet ruled by apes.
s8105,Movie,Patriot Games,3799,"Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, James Earl Jones, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman[",United States,,1992,14,117,"Action, Drama, Suspense",Jack Ryan is caught in the middle of a terrorist attack. Ryan helps to thwart Holmes' assailants and becomes a local hero. But Ryan's act marks him as a target. Now he must return to action to save his family.
s8106,Movie,Operation Avalanche,3154,"Sharon Belle, Matt Johnson, Krista Madison, Joe Anastasio, Owen Williams",,,2016,14,94,Suspense,Two young CIA agents uncover a shocking NASA secret - and a major government cover-up - that puts their own lives at risk.
s8107,Movie,Once Upon a Time in China III,1831,"Jet Li, Rosamund Kwan, Siu Chung Mok, Xin Xin Xiong, Shun Lau",,,1993,14,112,Action,"Master Wong and his disciples enroll in the 'Dancing Lion Competition' to stop an assassination plot and to battle an arrogant, deceitful opponent."
s8108,Movie,Now is Good,3585,"Dakota Fanning, Jeremy Irvine, Paddy Considine, Kaya Scodelario, Joe Cole, Rose Leslie, Kate Dickie, Josef Altin, Patrick Baladi",,,2013,13,103,"Drama, Romance",A teenage girl dying of leukemia compiles a list of things she would like to do before passing away. Topping the list is her desire to lose her virginity.
s8109,Movie,Nightlight,4395,"Shelby Young, Chloe Bridges, Carter Jenkins, Mitch Hewer, Taylor Ashley Murphy",,,2015,14,84,"Fantasy, Suspense",A night of flashlight games and ghost stories becomes a journey into absolute terror when five teens awaken a demonic presence in the woods.
s8110,Movie,Night Things,5120,"Kathryn Gould, Joey Nicole Thomas, Ari Azimi, Carl Anderson, Haidyn Harvey",,,2010,3,91,Horror,"Two women find themselves trapped between life and death by a dark and mysterious machine. As they search for an escape, they must battle the Lures, a race of creatures determined to imprison them until nightfall, when the vicious Night Things come out to feed upon those who stray from the light."
s8111,Movie,Nick Cannon: Mr. Showbiz,2136,Nick Cannon,,,2011,3,58,"Arts, Entertainment, and Culture, Comedy, Special Interest","In his first comedy special, the popular comic actor and musician reveals edgy, honest tales of his failed attempts at being a gangster, his humble roots, marriage, fatherhood and his thoughts about Eminem."
s8112,Movie,Next Door,4932,"James Woods, Randy Quaid, Kate Capshaw, Lucinda Jenney, Miles Feulner, Billy L. Sullivan, Dan Hildebrand, Ivory Ocean",,,1994,14,95,"Comedy, Drama",Matt and Karen have inconsiderate neighbors whose lawn sprinkler drowns their flowers. A feud erupts and a series of actions develop and escalate.
s8113,Movie,Nemesis Game,2248,"Adrian Paul, Brendan Fehr, Carly Pope, Ian McShane, Jay Baruchel, Rena Owen, Vanessa Guy",,,2003,14,92,Suspense,"Sarah Novak is an introverted college student with a few skeletons in her closet. Shying away from classmates, she prefers to spend time with Vern, an old comic store owner who shares her passion for mind games and riddles. But when the riddles she solves lead to the deaths of those around her, she realizes the riddles are more than a simple game."
